"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0097485","GO:0097485","neuron projection guidance","26/774","225/18614",2.53155816794004e-06,0.000133879974068649,0.000111822649290932,"GATA3/PRKCQ/FYN/B4GAT1/PLEKHG4/CSF1R/PTPRO/SEMA4C/ERBB2/BCL11B/NRP2/ARHGEF25/PTCH1/PLXNB2/PLXNA1/ROBO3/NOG/KIF5C/EPHA4/NCAM1/LGR6/EPHB2/NRP1/EPHB3/LHX1/EGR2",26
"GO:0050920","GO:0050920","regulation of chemotaxis","26/774","230/18614",3.8101071658802e-06,0.000199253364346871,0.000166425481005647,"SMAD3/SLAMF1/CSF1R/PTPRO/SEMA4C/GPR18/CMKLR1/IL23A/KLRK1/CX3CR1/DPP4/CCR7/XCL2/CCR6/ADGRA2/PDGFD/XCL1/PDGFRB/PLA2G7/IL4/TPBG/MTUS1/NRP1/KLRC4-KLRK1/CCL2/NBL1",26
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","26/774","298/18614",0.000314169279100846,0.00813583933062312,0.00679542339684905,"ARHGEF9/LPAR6/RASGRP1/PRAG1/PLEKHG4/TIAM1/P2RY10/GPR18/RASGRF2/ITGA3/ARHGEF25/ARHGEF10L/HEG1/AMOT/GPR174/OBSCN/SRGAP3/ARHGAP22/GPR55/AUTS2/STMN3/ADGRG1/PDGFRB/EPHB2/NRP1/PLEKHG5",26
"GO:0060562","GO:0060562","epithelial tube morphogenesis","26/774","334/18614",0.00169153497068517,0.0307593241190533,0.025691587836933,"MKS1/GATA3/RARG/SMAD3/CDK20/BCL2/CSF1R/SEMA4C/KLHL3/DCHS1/LEF1/PTCH1/ENG/SOX8/MSX2/PLXNB2/PKD1/NOG/TIE1/ASB2/EPHA4/WNT1/DLL1/CELSR1/NRP1/LHX1",26
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","26/774","341/18614",0.0022550140077979,0.0363975964666047,0.0304009295866088,"CD4/NDRG2/MFHAS1/SLAMF1/RASGRP1/HLA-DRB1/CSF1R/ERBB2/CCR7/XCL2/GPR55/EPHA4/PDGFD/XCL1/P2RY6/PDGFRB/GRB10/MARCO/TPBG/EPHB2/NRP1/DUSP4/AKAP12/ALOX15/CCL23/CCL2",26
"GO:0032609","GO:0032609","type II interferon production","25/774","118/18614",1.35297733784264e-11,2.60129789925805e-09,2.17272243077083e-09,"GATA3/HLA-DPA1/CD2/CD244/CD3E/HLA-DPB1/SLAMF1/RASGRP1/CD96/HLA-DRB1/SLAMF6/CRTAM/IL23A/KLRK1/CCR7/FOXP3/IL12RB2/CD160/TLR7/TXK/XCL1/TLR3/AXL/IL18R1/KLRC4-KLRK1",25
"GO:0032649","GO:0032649","regulation of type II interferon production","25/774","118/18614",1.35297733784264e-11,2.60129789925805e-09,2.17272243077083e-09,"GATA3/HLA-DPA1/CD2/CD244/CD3E/HLA-DPB1/SLAMF1/RASGRP1/CD96/HLA-DRB1/SLAMF6/CRTAM/IL23A/KLRK1/CCR7/FOXP3/IL12RB2/CD160/TLR7/TXK/XCL1/TLR3/AXL/IL18R1/KLRC4-KLRK1",25
"GO:0002685","GO:0002685","regulation of leukocyte migration","25/774","227/18614",9.23206582936285e-06,0.000428014286003865,0.000357497017222136,"ADA/CD81/SLAMF1/CSF1R/GPR18/CMKLR1/IL23A/GCSAM/KLRK1/CX3CR1/DPP4/CCR7/XCL2/SMPD3/CCR6/PDGFD/XCL1/CXCR3/PLA2G7/IL4/MTUS1/ADTRP/KLRC4-KLRK1/CCL2/NBL1",25
"GO:0048872","GO:0048872","homeostasis of number of cells","25/774","304/18614",0.000961766756964886,0.0200864833555254,0.0167771453451383,"GATA3/ADA/ACVR2A/MFHAS1/OCIAD2/BCL2/IL7R/SIT1/CARD11/CX3CR1/GCNT4/CCR7/NOS3/IL2RA/FOXP3/ETS1/GPR174/DOCK10/TGFBR3/GATA2/ADGRG1/RHEX/ST6GALNAC1/AXL/LGALS2",25
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","25/774","315/18614",0.0015799097874885,0.0290108715753155,0.0242312006732787,"CD4/NDRG2/MFHAS1/SLAMF1/RASGRP1/HLA-DRB1/CSF1R/ERBB2/CCR7/XCL2/GPR55/EPHA4/PDGFD/XCL1/P2RY6/PDGFRB/MARCO/TPBG/EPHB2/NRP1/DUSP4/AKAP12/ALOX15/CCL23/CCL2",25
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","24/774","115/18614",4.85707363958077e-11,7.93767259548488e-09,6.62990551802775e-09,"LY9/GATA3/PRKCQ/CD3E/CD81/RUNX3/HLA-DRB1/SLAMF6/RORC/IL23A/CARD11/CD28/LEF1/IL2RA/FOXP3/CD160/TBX21/RORA/XCL1/NKG7/IL4/IFNG/IL18R1/HLA-DRB3",24
"GO:0002708","GO:0002708","positive regulation of lymphocyte mediated immunity","24/774","126/18614",3.59062272819728e-10,4.51382707196647e-08,3.77015386460715e-08,"GATA3/CD81/SLAMF1/RASGRP1/HLA-DRB1/SLAMF6/CRTAM/IL23A/NCR3/KLRK1/CD28/FOXP3/CD160/TBX21/SH2D1B/XCL1/IL4/LAG3/CD1C/KLRC3/IL18R1/KLRC4-KLRK1/KLRC4/HLA-DRB3",24
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","24/774","190/18614",1.26156856728422e-06,7.49715793121539e-05,6.26196761579257e-05,"CD4/GATA3/PRKCQ/ADA/CD81/SLAMF1/HLA-DRB1/IL7R/IL23A/CD28/FOXP3/TBX21/KLRC1/XCL1/IL4I1/IL4/SUSD4/EPHB2/CD1C/IL18R1/ARG1/CLC/HLA-DRB3/C4BPA",24
"GO:0048762","GO:0048762","mesenchymal cell differentiation","24/774","255/18614",0.000171846526360092,0.00537493178380824,0.00448938772213446,"GATA3/SMAD3/TIAM1/BCL2/TGFB3/SEMA4C/NRP2/BCL9L/LEF1/ENG/AMER1/SOX8/MSX2/EOMES/NOG/ZNF703/TGFBR3/EPHA4/PHLDB2/OLFM1/WNT10A/AXIN2/NRP1/FOXC1",24
"GO:0019932","GO:0019932","second-messenger-mediated signaling","24/774","292/18614",0.00121308439078952,0.0241031387920702,0.0201320388258687,"CD4/ADA/CD3E/PLCG1/CAMK2D/NFATC2/NPR2/ITPR3/RCAN3/CMKLR1/ZAP70/CCR5/DYRK2/NMUR1/NCALD/NOS3/ADGRL1/TRAT1/CCR6/ADGRB2/PDE9A/PTGDR2/RCAN2/P2RY11",24
"GO:0030198","GO:0030198","extracellular matrix organization","24/774","314/18614",0.0031622532764539,0.0473035461514397,0.0395100752618725,"SMAD3/SPOCK2/TGFBI/COLQ/ADAMTS10/FBLN5/CARMIL2/DPP4/ENG/COLGALT2/SMPD3/LAMA2/TIE1/ZNF469/AEBP1/PHLDB2/ADAMTS1/COL5A2/AXIN2/ADTRP/NTN4/FOXC1/COL5A3/ADAMTS2",24
"GO:0043062","GO:0043062","extracellular structure organization","24/774","315/18614",0.00329275583224487,0.0490313095111269,0.0409531818771229,"SMAD3/SPOCK2/TGFBI/COLQ/ADAMTS10/FBLN5/CARMIL2/DPP4/ENG/COLGALT2/SMPD3/LAMA2/TIE1/ZNF469/AEBP1/PHLDB2/ADAMTS1/COL5A2/AXIN2/ADTRP/NTN4/FOXC1/COL5A3/ADAMTS2",24
"GO:0031341","GO:0031341","regulation of cell killing","23/774","110/18614",1.1797056142581e-10,1.60661158341775e-08,1.34191513621859e-08,"KLRB1/RASGRP1/HLA-DRB1/IL7R/SLAMF6/CRTAM/IL23A/NCR3/KLRK1/CX3CR1/CD160/KLRC1/DNASE1L3/XCL1/PRF1/IL4/LAG3/CD1C/IFNG/KLRC3/ARG1/KLRC4-KLRK1/KLRC4",23
"GO:0016064","GO:0016064","immunoglobulin mediated immune response","23/774","145/18614",3.2190405814695e-08,2.66365421279318e-06,2.22480526263588e-06,"IL21R/HLA-DPA1/HLA-DMA/HLA-DPB1/CD40LG/CD81/HLA-DMB/HLA-DRB1/CD28/IL2RB/FOXP3/TBX21/CCR6/HLA-DQA1/CD27/XCL1/IL4/SUSD4/HLA-DRB5/HLA-DQA2/HLA-DRB3/C4BPA/HLA-DRB4",23
"GO:0019724","GO:0019724","B cell mediated immunity","23/774","148/18614",4.76657427256903e-08,3.79988975851022e-06,3.17384091807645e-06,"IL21R/HLA-DPA1/HLA-DMA/HLA-DPB1/CD40LG/CD81/HLA-DMB/HLA-DRB1/CD28/IL2RB/FOXP3/TBX21/CCR6/HLA-DQA1/CD27/XCL1/IL4/SUSD4/HLA-DRB5/HLA-DQA2/HLA-DRB3/C4BPA/HLA-DRB4",23
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation","23/774","184/18614",2.50741982239049e-06,0.000133879974068649,0.000111822649290932,"CD4/GATA3/ADA/ZBTB46/CD101/TESPA1/RUNX3/WNT10B/RASGRP1/HLA-DRB1/IL7R/IL23A/ZAP70/LEF1/IL2RA/FOXP3/TNFSF9/CD27/IL4I1/IL4/SOX13/IFNG/AXL",23
"GO:1903708","GO:1903708","positive regulation of hemopoiesis","23/774","184/18614",2.50741982239049e-06,0.000133879974068649,0.000111822649290932,"CD4/GATA3/ADA/ZBTB46/CD101/TESPA1/RUNX3/WNT10B/RASGRP1/HLA-DRB1/IL7R/IL23A/ZAP70/LEF1/IL2RA/FOXP3/TNFSF9/CD27/IL4I1/IL4/SOX13/IFNG/AXL",23
"GO:0002520","GO:0002520","immune system development","23/774","197/18614",7.99217697120424e-06,0.000375862308350807,0.000313937311242987,"TP53/GATA3/ADA/CD3E/CD40LG/SMAD3/BCL2/IL7R/BCL11B/CD28/ICOS/LEF1/MAD1L1/IL2RA/FOXP3/CXCR5/TBX21/CCR6/CD248/IL4/EPHB3/IDO1/CLC",23
"GO:0048705","GO:0048705","skeletal system morphogenesis","23/774","229/18614",8.83869190046446e-05,0.00304097520807032,0.00253996093560715,"RARG/SMAD3/WNT10B/ACVR2B/NPR2/TGFB3/SPEF2/HOXB3/DHRS3/MSX2/LTBP3/PKD1/TIFAB/NOG/SMPD3/PLEKHA1/WNT7A/ATG9B/AXIN2/FOXC1/PAX5/LHX1/BMI1",23
"GO:0030595","GO:0030595","leukocyte chemotaxis","23/774","241/18614",0.00018994375175867,0.00556799240020818,0.00465064073812707,"SLAMF1/CSF1R/PTPRO/GPR18/CMKLR1/IL23A/CCR5/KLRK1/CX3CR1/DPP4/CCR7/XCL2/CXCR5/CCR6/SFTPD/XCL1/PLA2G7/IL4/MTUS1/KLRC4-KLRK1/CCL23/CCL2/NBL1",23
"GO:0003007","GO:0003007","heart morphogenesis","23/774","262/18614",0.0006260236065349,0.0144095644926713,0.0120355242664808,"MKS1/TP53/FGFRL1/GATA3/SMAD3/RYR1/NRP2/DCHS1/DHRS3/NOS3/PTCH1/ENG/MSX2/HEG1/NOG/TGFBR3/ASB2/OLFM1/ADAMTS1/DLL1/AXIN2/NRP1/FOXC1",23
"GO:0051962","GO:0051962","positive regulation of nervous system development","23/774","280/18614",0.00153063481438031,0.0283493893145338,0.0236787005747827,"AMIGO1/BIN1/ACE/TIAM1/TRIM32/CX3CR1/SOX8/PLXNB2/PLXNA1/NEFL/NLGN2/NEURL1/WNT7A/EPHA4/LRRN3/TPBG/ZNF365/EPHB2/NRP1/IFNG/EPHB3/OLIG2/EGR2",23
"GO:0071559","GO:0071559","response to transforming growth factor beta","23/774","280/18614",0.00153063481438031,0.0283493893145338,0.0236787005747827,"TP53/FYN/SMAD3/RUNX3/TGFB3/GIPC1/CX3CR1/BCL9L/ITGA3/ENG/LTBP3/ZNF703/TGFBR3/WNT7A/LTBP4/PDGFD/XCL1/IL4/WNT10A/WNT1/DKK3/ARG1/HPGD",23
"GO:0046632","GO:0046632","alpha-beta T cell differentiation","22/774","119/18614",3.49327894679704e-09,3.40829320525556e-07,2.84676164918087e-07,"LY9/GATA3/ADA/RUNX3/HLA-DRB1/BCL2/SLAMF6/GPR18/RORC/IL23A/BCL11B/ZAP70/LEF1/FOXP3/ITK/EOMES/TBX21/RORA/IL4/ZNF683/IFNG/IL18R1",22
"GO:0002456","GO:0002456","T cell mediated immunity","22/774","125/18614",9.05251822948758e-09,8.2189321758556e-07,6.86482632402808e-07,"RFTN1/GATA3/CD81/SLAMF1/HLA-DRB1/IL7R/IL23A/FOXP3/TBX21/KLRC1/XCL1/PRF1/CD8A/IL4I1/IL4/CD1C/GZMM/IL18R1/ARG1/CLC/HLA-DRB3/C4BPA",22
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","22/774","189/18614",1.31216602067082e-05,0.000571841951808343,0.000477628431524178,"GATA3/CD244/CD40LG/CD81/SLAMF1/CD96/TGFB3/FCRL3/CD28/FOXP3/CD160/TLR7/TBX21/XCL1/TLR3/IL4/EPHB2/AXL/SPON2/IL18R1/ARG1/CLC",22
"GO:0060541","GO:0060541","respiratory system development","22/774","211/18614",7.18525912693217e-05,0.00259502977418539,0.00216748700735081,"FGFRL1/RARG/ADA/ACE/ACVR2B/TGFB3/SPEF2/HOPX/ITGA3/LEF1/NOS3/LTBP3/HEG1/PKD1/NOG/SMPD3/SFTPD/PDGFRB/CELSR1/EDA/ARG1/ADAMTS2",22
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","22/774","274/18614",0.00254278650135296,0.0400534827936007,0.0334544922828606,"TP53/FYN/SMAD3/TGFB3/GIPC1/CX3CR1/BCL9L/ITGA3/ENG/LTBP3/ZNF703/TGFBR3/WNT7A/LTBP4/PDGFD/XCL1/IL4/WNT10A/WNT1/DKK3/ARG1/HPGD",22
"GO:0045165","GO:0045165","cell fate commitment","22/774","281/18614",0.00345396561768378,0.0498423250392911,0.0416305789681091,"TP53/LY9/GATA3/MTA3/WNT10B/BCL2/SLAMF6/IL23A/BCL11B/PTCH1/FOXP3/SOX8/EOMES/TBX21/WNT7A/GATA2/WNT10A/WNT1/DLL1/SOX13/NRP1/OLIG2",22
"GO:0033077","GO:0033077","T cell differentiation in thymus","21/774","86/18614",3.39640317432926e-11,5.69289424374112e-09,4.75496444406097e-09,"TP53/GATA3/ADA/CD3E/TESPA1/RASGRP1/CD3G/BCL2/CD3D/IL7R/ERBB2/BCL11B/ZAP70/CARD11/CD28/CAMK4/CCR7/FOXP3/CCR6/WNT1/BMI1",21
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation","21/774","114/18614",8.46313305737665e-09,7.9033572565816e-07,6.60124378475379e-07,"GATA3/PRKCQ/ADA/CD3E/CD81/RUNX3/HLA-DRB1/CRTAM/IL23A/ZAP70/CARD11/CD28/IL2RA/FOXP3/CD160/TBX21/XCL1/IL4/ZNF683/IFNG/HLA-DRB3",21
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","21/774","205/18614",0.000133722885539833,0.00430614040775316,0.00359668450762311,"RUNX3/TIGIT/HLA-DRB1/ERBB2/CRTAM/MAD1L1/IL2RA/FOXP3/ZNF703/TBX21/SFTPD/DTX1/XCL1/IL4I1/IL4/WNT1/LAG3/ADTRP/IDO1/ARG1/EPCAM",21
"GO:0050866","GO:0050866","negative regulation of cell activation","21/774","225/18614",0.00047836187932863,0.0115389358124401,0.00963784450603071,"ZBTB46/RUNX3/TIGIT/HLA-DRB1/ERBB2/CRTAM/MAD1L1/NOS3/IL2RA/FOXP3/TBX21/SFTPD/DTX1/XCL1/ENPP3/IL4I1/IL4/LAG3/AXL/IDO1/ARG1",21
"GO:0046777","GO:0046777","protein autophosphorylation","21/774","227/18614",0.000537708306251759,0.0126438820070782,0.0105607458709878,"PASK/FYN/ULK2/LCK/MAP4K1/CAMK2D/ACE/CSF1R/ERBB2/ZAP70/CAMK4/ENG/TNK1/EPHA1/TXK/LTK/EPHA4/PDGFD/PDGFRB/PRLR/EPHB3",21
"GO:0050807","GO:0050807","regulation of synapse organization","21/774","234/18614",0.000798659637094323,0.0171738093673868,0.0143443474293915,"AMIGO1/FYN/LRFN3/CAMK1/PTPRO/COLQ/NRP2/ADGRL1/NEFL/ARHGAP22/NLGN2/NEURL1/WNT7A/EPHA4/LRRN3/LZTS3/TPBG/CNTNAP1/PTPN13/EPHB2/EPHB3",21
"GO:0050803","GO:0050803","regulation of synapse structure or activity","21/774","240/18614",0.00110305205975284,0.0223239978780318,0.0186460193382368,"AMIGO1/FYN/LRFN3/CAMK1/PTPRO/COLQ/NRP2/ADGRL1/NEFL/ARHGAP22/NLGN2/NEURL1/WNT7A/EPHA4/LRRN3/LZTS3/TPBG/CNTNAP1/PTPN13/EPHB2/EPHB3",21
"GO:0097529","GO:0097529","myeloid leukocyte migration","21/774","241/18614",0.00116242066498682,0.023237748889966,0.0194092257823488,"CD81/SLAMF1/MCOLN2/CSF1R/PTPRO/CMKLR1/IL23A/CX3CR1/DPP4/CCR7/XCL2/SFTPD/PDGFD/XCL1/PLA2G7/IL4/MTUS1/CD177/CCL23/CCL2/NBL1",21
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity","20/774","95/18614",1.68967697813843e-09,1.84090306768182e-07,1.53760605010597e-07,"KLRB1/RASGRP1/HLA-DRB1/IL7R/SLAMF6/CRTAM/IL23A/NCR3/KLRK1/CX3CR1/CD160/KLRC1/DNASE1L3/XCL1/LAG3/CD1C/KLRC3/ARG1/KLRC4-KLRK1/KLRC4",20
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","20/774","105/18614",1.05246324394121e-08,9.42459208992287e-07,7.87184837249179e-07,"HLA-DPA1/PRKCQ/CD6/CD3E/HLA-DPB1/CD40LG/CD81/SLAMF1/HLA-DMB/IL23A/ZAP70/CARD11/CD28/IL2RA/FOXP3/TNFSF9/XCL1/IL4/TMIGD2/BMI1",20
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation","20/774","130/18614",4.19423872454898e-07,2.82657098375017e-05,2.3608807666018e-05,"GATA3/ADA/TESPA1/RUNX3/WNT10B/RASGRP1/HLA-DRB1/IL7R/IL23A/ZAP70/LEF1/IL2RA/FOXP3/TNFSF9/CD27/IL4I1/IL4/SOX13/IFNG/AXL",20
"GO:0019722","GO:0019722","calcium-mediated signaling","20/774","187/18614",0.000106344383068118,0.00356499093392969,0.00297764272590732,"CD4/ADA/CD3E/PLCG1/CAMK2D/NFATC2/RCAN3/CMKLR1/ZAP70/CCR5/DYRK2/NMUR1/NCALD/ADGRL1/TRAT1/CCR6/ADGRB2/PTGDR2/RCAN2/P2RY11",20
"GO:0050777","GO:0050777","negative regulation of immune response","20/774","191/18614",0.0001422193913891,0.00455729490936542,0.00380646018129649,"FYN/SLAMF1/PLCG1/NLRC3/CD96/HLA-DRB1/IL7R/FOXP3/CD160/TBX21/KLRC1/XCL1/ENPP3/IL4I1/IL4/SUSD4/ALOX15/ARG1/USP18/C4BPA",20
"GO:0002695","GO:0002695","negative regulation of leukocyte activation","20/774","202/18614",0.000301320474947046,0.00787892777891536,0.00658083917284349,"ZBTB46/RUNX3/TIGIT/HLA-DRB1/ERBB2/CRTAM/MAD1L1/IL2RA/FOXP3/TBX21/SFTPD/DTX1/XCL1/ENPP3/IL4I1/IL4/LAG3/AXL/IDO1/ARG1",20
"GO:0002377","GO:0002377","immunoglobulin production","20/774","212/18614",0.000563508344410212,0.0132030611018264,0.0110277977078127,"HLA-DPA1/HLA-DMA/HLA-DPB1/CD40LG/HLA-DMB/HLA-DRB1/FCRL3/CD28/FOXP3/TBX21/CCR6/HLA-DQA1/XCL1/IL4/EPHB2/VPREB3/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",20
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","20/774","222/18614",0.00100406423990145,0.0208367236070978,0.0174037801582919,"CD4/MFHAS1/SLAMF1/RASGRP1/HLA-DRB1/CSF1R/CCR7/XCL2/GPR55/PDGFD/XCL1/P2RY6/PDGFRB/MARCO/TPBG/NRP1/AKAP12/ALOX15/CCL23/CCL2",20
"GO:0045582","GO:0045582","positive regulation of T cell differentiation","19/774","116/18614",2.997490464611e-07,2.06258896496443e-05,1.72276820387117e-05,"GATA3/ADA/TESPA1/RUNX3/WNT10B/RASGRP1/HLA-DRB1/IL7R/IL23A/ZAP70/LEF1/IL2RA/FOXP3/TNFSF9/CD27/IL4I1/IL4/SOX13/IFNG",19
"GO:0097553","GO:0097553","calcium ion transmembrane import into cytosol","19/774","201/18614",0.000747845905607157,0.0164518377806362,0.0137413238920413,"FYN/TPCN1/LCK/PLCG1/CAMK2D/MCOLN2/BCL2/RYR1/CCR5/PLCH2/CCR7/CACNA1H/JPH4/FASLG/TRPC1/XCL1/P2RY6/CACNA1I/MCOLN3",19
"GO:0045216","GO:0045216","cell-cell junction organization","19/774","214/18614",0.00157369531883815,0.0289781585894226,0.0242038772981868,"SMAD3/ACE/TGFB3/CSF1R/PTPRO/TJP3/HOPX/HEG1/ZNF703/NLGN2/LSR/EPHA4/PATJ/LIM2/CNTNAP1/EPHB2/ARVCF/CD177/JUP",19
"GO:0043583","GO:0043583","ear development","19/774","221/18614",0.00227532863339125,0.0366350327006862,0.0305992471387099,"TTC39C/MKS1/GATA3/MAF/BCL2/TGFB3/MYCL/DCHS1/TIFAB/NOG/EPHA4/GATA2/ATP8A2/PDGFRB/WNT1/MCOLN3/DLL1/EPHB2/SHROOM2",19
"GO:0032729","GO:0032729","positive regulation of type II interferon production","18/774","77/18614",1.84724820001604e-09,1.88679085679763e-07,1.57593362063868e-07,"HLA-DPA1/CD2/CD244/CD3E/HLA-DPB1/SLAMF1/RASGRP1/SLAMF6/CRTAM/IL23A/KLRK1/IL12RB2/CD160/TLR7/TXK/TLR3/IL18R1/KLRC4-KLRK1",18
"GO:0002228","GO:0002228","natural killer cell mediated immunity","18/774","79/18614",2.87610696834135e-09,2.89247865416114e-07,2.41592985340674e-07,"CD2/KLRB1/RASGRP1/CD96/SH2D1A/SLAMF6/CRTAM/NCR3/KLRK1/CD160/KLRC1/SH2D1B/NKG7/GZMB/LAG3/KLRC3/KLRC4-KLRK1/KLRC4",18
"GO:0002286","GO:0002286","T cell activation involved in immune response","18/774","119/18614",2.02663230899142e-06,0.000114207718998939,9.53914862680445e-05,"TP53/LY9/GATA3/CD81/HLA-DMB/HLA-DRB1/SLAMF6/RORC/IL23A/LEF1/FOXP3/EOMES/TBX21/RORA/IL4/CD1C/IFNG/IL18R1",18
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","18/774","126/18614",4.67340915399807e-06,0.000238672465935042,0.00019935010922523,"SLAMF1/CSF1R/GPR18/CMKLR1/IL23A/KLRK1/CX3CR1/DPP4/CCR7/XCL2/CCR6/XCL1/PLA2G7/IL4/MTUS1/KLRC4-KLRK1/CCL2/NBL1",18
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion","18/774","150/18614",5.24986394409887e-05,0.00194990685241899,0.00162865097356703,"RUNX3/TIGIT/HLA-DRB1/ERBB2/CRTAM/MAD1L1/IL2RA/FOXP3/TBX21/SFTPD/DTX1/XCL1/IL4I1/IL4/LAG3/ADTRP/IDO1/ARG1",18
"GO:0030902","GO:0030902","hindbrain development","18/774","157/18614",9.55618249220338e-05,0.00327061596604887,0.00273176735117437,"TP53/CD3E/BCL2/SEMA4C/HOXB3/LEF1/NOG/RORA/WNT7A/GATA2/WNT1/DLL1/ZNF365/TRNP1/EPHB2/FOXC1/LHX1/EGR2",18
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","18/774","168/18614",0.000226288910309473,0.00646326717771966,0.00539841499011004,"RUNX3/TIGIT/HLA-DRB1/ERBB2/CRTAM/MAD1L1/IL2RA/FOXP3/TBX21/SFTPD/DTX1/XCL1/IL4I1/IL4/LAG3/AXL/IDO1/ARG1",18
"GO:0021953","GO:0021953","central nervous system neuron differentiation","18/774","177/18614",0.000429717407105962,0.0105603860535777,0.0088205151984908,"CSF1R/BCL11B/NRP2/PTCH1/EOMES/PLXNA1/RORA/WNT7A/EPHA4/GATA2/WNT1/C12orf57/EPHB2/SLC4A10/NRP1/EPHB3/LHX1/OLIG2",18
"GO:0099173","GO:0099173","postsynapse organization","18/774","185/18614",0.000727906231745884,0.0161847722344315,0.0135182585895664,"ARHGEF9/FYN/COLQ/NRP2/ITGA3/NEFL/ARHGAP22/DOCK10/NLGN2/WNT7A/EPHA4/LZTS3/CNKSR2/CNTNAP1/ZNF365/EPHB2/NRP1/EPHB3",18
"GO:0009952","GO:0009952","anterior/posterior pattern specification","18/774","209/18614",0.00287444079407448,0.0442122811079173,0.0369281099662274,"TP53/RARG/ACVR2A/SMAD3/ACVR2B/HOXB3/LEF1/MSX2/TIFAB/NOG/CELSR2/WNT1/MEOX1/DLL1/AXIN2/FOXC1/LHX1/BMI1",18
"GO:0045058","GO:0045058","T cell selection","17/774","51/18614",1.0938253706906e-11,2.23448014006388e-09,1.86633953874083e-09,"CD4/LY9/GATA3/CD3E/CD3G/BCL2/CD3D/SLAMF6/IL23A/BCL11B/ZAP70/CARD11/CD28/CCR7/FOXP3/TBX21/THEMIS",17
"GO:0031343","GO:0031343","positive regulation of cell killing","17/774","74/18614",6.9217722712425e-09,6.55762686045104e-07,5.47722849289624e-07,"RASGRP1/HLA-DRB1/SLAMF6/CRTAM/IL23A/NCR3/KLRK1/CD160/XCL1/PRF1/LAG3/CD1C/IFNG/KLRC3/ARG1/KLRC4-KLRK1/KLRC4",17
"GO:0002381","GO:0002381","immunoglobulin production involved in immunoglobulin-mediated immune response","17/774","75/18614",8.60820296050333e-09,7.92560883842398e-07,6.61982931892228e-07,"HLA-DPA1/HLA-DMA/HLA-DPB1/CD40LG/HLA-DMB/HLA-DRB1/CD28/FOXP3/TBX21/CCR6/HLA-DQA1/XCL1/IL4/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",17
"GO:2000514","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","17/774","77/18614",1.31626374898497e-08,1.16275893609659e-06,9.71189198575397e-07,"GATA3/PRKCQ/CD3E/CD81/RUNX3/HLA-DRB1/IL23A/CARD11/CD28/IL2RA/FOXP3/CD160/TBX21/XCL1/IL4/IFNG/HLA-DRB3",17
"GO:0002709","GO:0002709","regulation of T cell mediated immunity","17/774","97/18614",4.65302473718907e-07,3.01156660465395e-05,2.5153975311933e-05,"GATA3/CD81/SLAMF1/HLA-DRB1/IL7R/IL23A/FOXP3/TBX21/KLRC1/XCL1/IL4I1/IL4/CD1C/IL18R1/ARG1/CLC/HLA-DRB3",17
"GO:0030101","GO:0030101","natural killer cell activation","17/774","100/18614",7.28698328087546e-07,4.53666759115075e-05,3.78923130605524e-05,"GATA3/IL21R/CD2/CD244/SLAMF1/RASGRP1/IL23A/NCR3/KLRK1/IL2RB/KLRC1/NKG7/ZNF683/KLRC3/AXL/IL18R1/KLRC4-KLRK1",17
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","17/774","119/18614",8.54040259770101e-06,0.000398775798436939,0.00033307570131034,"GATA3/CD81/SLAMF1/CD96/TGFB3/FOXP3/CD160/TLR7/TBX21/XCL1/TLR3/IL4/AXL/SPON2/IL18R1/ARG1/CLC",17
"GO:0002367","GO:0002367","cytokine production involved in immune response","17/774","121/18614",1.07125033847026e-05,0.000482949204315868,0.000403381161934319,"GATA3/CD81/SLAMF1/CD96/TGFB3/FOXP3/CD160/TLR7/TBX21/XCL1/TLR3/IL4/AXL/SPON2/IL18R1/ARG1/CLC",17
